0.028269452013773844	(11.716256866448122, 6.518456522183389, 35.14716648346872)	1	3
8.501119119415193	(7.3349912036251546, 2.4943218735072676, 0.8537508113784927)	34	3
1.3948409250101894	(2.6170649322040975, 6.678784805971916, 0.2155011845740826)	14	3
2.5829692326749782	(0.6519785718975614, 1.1335907947051624, 0.5287029124602574)	10	3
4.286808184958819	(13.493042396076037, 1.3530677309301107, 2.13852636622391)	67	3
0.750602387928809	(10.619503353953732, 4.664980527461649, 3.277534922446389)	12	3
0.9925998311616714	(0.17401709566947152, 0.520461656907006, 0.0515090386483281)	59	3
0.6654834475830285	(0.0, 0.0, 0.0)	1	3
0.09668805064029584	(7.370797225927432, 13.902242199720698, 1.7460323208283637)	2	3
0.2119999711176206	(24.069832064587864, 20.2047344105788, 7.575282971187305)	4	3
18.222767125447696	(2.2665306435920565, 2.854159640351725, 1.127067237957509)	156	3
10.194096768359108	(4.391285761911737, 4.447176758411609, 1.0409874122356109)	111	3
3.5459147144282332	(0.462265324838776, 5.880000472895054, 1.0451630997449195)	63	3
4.656874286089541	(17.040549142965798, 16.897209783797898, 3.7812000966214563)	43	3
0.010045163304312155	(216.20371715485854, 104.74107594512256, 137.99667405376707)	1	3
3.9685536737336293	(4.952629605998727, 3.232130297054762, 6.804386888748075)	53	3
0.40554582953102536	(3.3698584114688925, 12.510522137956494, 1.6829609118516424)	2	3
0.11469182963810454	(0.2569778220643163, 1.0279112882572652, 0.02855309134047959)	1	3
0.14458179726170783	(168.1955587734157, 3.0989109752805044, 8.32456499160127)	3	3
0.024780025096333702	(65.57334693243452, 95.47181897006605, 74.21787619649784)	3	3
4.2015087351667075	(6.866989724310251, 10.969445986599826, 12.664590636762812)	26	3
134.037209023899	(3.0695527364151634, 3.9385686196116128, 1.8141871396138052)	681	3
25.083045843057338	(9.528019718537386, 10.583149136866304, 5.051708117806297)	216	3
6.991580654038948	(12.593761367576612, 5.698842957611192, 8.310678679849593)	31	3
8.16286432187665	(4.130737737421355, 6.091438640635275, 4.611174297267691)	85	3
1.5472699877463576	(6.429800659953311, 7.089637626488594, 2.5684158609707946)	9	3
0.6642185409691919	(18.660765893861402, 109.95384258268102, 124.56804686150451)	1	3
0.12555122855701484	(8.922106406960527, 42.891496979607204, 3.307888312426749)	1	3
0.2912163073610271	(15.920432804723198, 12.837532540479943, 4.176085782269927)	2	3
5.136317894289248	(21.701412518532933, 12.972616362682, 7.274711960998759)	28	3
14.17896658912135	(5.168728017971182, 7.1073047784344565, 8.978857448073377)	66	0
213.5831647974433	(5.064926329705859, 7.2894773144046425, 1.3853124332594988)	957	3
